,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,forum Q,forum A,office hour visits,dropout
5855,Y,second,9,19,F,56,60,C,92,F,74,B,A,C,0,20,9,N
5856,Y,second,48,59,B,48,37,F,,,,,,,0,0,0,Y
5857,Y,third,94,49,F,60,23,B,26,F,84,A,A,F,4,2,2,N
5858,Y,third,57,47,A,62,53,F,46,D,56,A,A,A,12,5,3,N
5859,N,third,6,5,A,9,18,C,43,B,20,F,B,D,1,1,2,N
5860,N,third,41,29,C,64,4,B,48,B,55,B,C,A,6,22,6,N
5861,Y,third,10,2,F,,,,,,,,,,0,1,1,Y
5862,N,third,9,16,A,6,11,A,26,A,22,B,C,C,1,2,1,N
5863,Y,third,2,37,A,80,53,F,33,D,,,,,1,3,1,Y
5864,Y,first,45,33,A,70,47,B,35,D,,,,,3,0,1,Y
5865,Y,second,5,81,D,33,96,D,8,B,91,A,C,D,8,17,5,N
5866,Y,third,45,56,A,95,72,C,46,F,32,C,A,A,5,5,4,N
5867,Y,second,74,67,D,10,50,B,32,F,68,A,F,A,9,5,9,N
5868,Y,first,57,97,B,61,48,A,33,D,3,F,F,C,9,0,3,Y
5869,Y,third,94,21,B,87,54,C,45,B,30,B,A,B,13,2,1,N
5870,Y,second,39,42,D,9,38,C,,,,,,,4,0,1,Y
5871,Y,third,75,92,B,57,27,A,44,C,53,B,F,A,2,4,3,N
5872,Y,third,47,26,B,97,58,B,39,F,13,A,C,A,2,3,4,N
5873,Y,third,77,47,D,24,59,C,47,C,33,C,D,D,1,1,1,Y
5874,Y,second,79,36,D,85,1,A,79,D,53,A,C,C,4,5,4,N
5875,N,third,1,12,A,4,49,A,25,B,24,A,A,A,1,1,1,N
5876,Y,first,23,70,A,87,3,A,67,A,5,C,F,F,14,4,2,Y
5877,N,third,7,20,B,,,,,,,,,,3,1,0,Y
5878,N,third,9,2,F,10,22,D,27,A,27,B,C,C,1,3,2,N
5879,Y,third,77,73,A,9,53,A,53,D,27,F,A,D,9,8,1,Y
5880,Y,first,78,15,D,70,1,C,56,F,,,,,1,2,0,Y
5881,N,second,82,70,A,77,9,A,21,C,96,A,F,D,16,10,2,N
5882,Y,third,2,66,D,21,14,D,33,F,6,F,B,F,13,3,1,Y
5883,Y,first,32,42,A,9,36,F,,,,,,,2,1,0,Y
5884,Y,third,87,25,A,69,20,B,85,F,56,A,B,F,3,4,3,N
5885,Y,second,19,16,A,85,86,C,37,A,6,C,C,C,6,3,2,Y
5886,Y,third,30,55,C,80,25,A,71,A,67,A,B,A,10,3,2,N
5887,N,second,43,30,D,20,96,F,32,B,52,F,B,D,15,1,2,N
5888,N,second,3,9,F,,,,,,,,,,4,2,0,Y
5889,N,third,43,49,C,74,13,A,89,B,,,,,9,4,2,Y
5890,N,third,27,58,A,10,65,D,,,,,,,0,3,1,Y
5891,Y,second,1,14,D,88,95,F,61,F,7,F,F,D,3,4,2,Y
5892,N,second,53,52,C,41,40,F,,,,,,,6,3,2,Y
5893,Y,first,42,78,B,52,60,F,12,D,,,,,3,2,0,Y
5894,Y,second,17,34,F,,,,,,,,,,2,2,0,Y
5895,Y,second,83,61,D,89,89,B,26,B,46,F,B,C,17,20,9,N
5896,N,second,8,29,F,90,62,F,63,D,19,D,C,A,4,2,9,N
5897,Y,second,90,65,C,15,47,D,48,D,10,D,F,D,3,6,1,Y
5898,Y,third,60,47,A,56,48,B,69,C,80,C,A,C,14,5,4,N
5899,Y,first,13,7,D,,,,,,,,,,0,0,1,Y
5900,Y,first,41,6,D,79,46,B,70,C,61,A,B,A,8,7,3,N
5901,N,third,5,11,A,8,27,C,27,F,26,A,C,D,4,2,2,N
5902,Y,second,16,18,A,19,55,B,29,F,,,,,8,0,0,Y
5903,Y,third,69,9,D,53,64,C,45,F,40,D,D,C,14,6,4,N
5904,Y,second,48,44,B,1,57,D,,,,,,,4,1,1,Y
5905,Y,first,35,95,B,63,27,B,24,B,69,A,A,F,5,4,2,N
5906,Y,third,44,62,D,60,78,F,76,D,96,A,F,B,16,7,4,N
5907,N,third,52,67,A,29,85,D,,,,,,,4,2,1,Y
5908,Y,second,66,73,B,61,10,D,69,A,43,D,A,F,12,6,5,N
5909,N,third,61,74,F,10,55,F,81,B,35,C,F,C,1,13,5,N
5910,N,third,76,8,C,94,21,A,76,D,,,,,2,2,3,Y
5911,N,third,75,77,D,2,98,B,14,C,58,C,D,A,17,8,6,N
5912,Y,first,66,62,A,87,66,A,65,C,19,A,A,C,11,2,1,N
5913,Y,third,1,1,F,25,46,D,75,C,27,F,C,A,6,5,6,N
5914,N,third,29,58,A,26,83,F,,,,,,,4,3,0,Y
5915,N,third,93,95,D,62,19,A,57,C,,,,,10,4,1,Y
5916,Y,third,93,54,D,57,32,A,35,F,30,A,F,A,19,15,9,N
5917,N,second,35,52,D,18,21,D,,,,,,,6,2,0,Y
5918,Y,first,38,57,C,19,23,F,,,,,,,3,0,0,Y
5919,Y,second,7,5,F,4,52,A,24,B,22,A,F,A,0,1,1,N
5920,N,third,79,79,C,90,60,A,74,C,47,F,A,C,13,4,3,N
5921,N,third,38,58,C,14,6,C,,,,,,,2,0,2,Y
5922,Y,third,39,9,D,56,21,D,49,D,23,B,A,A,8,7,4,N
5923,Y,third,63,66,D,60,24,B,23,A,22,B,C,F,7,6,4,N
5924,Y,second,88,87,D,73,46,A,75,A,32,F,C,D,15,5,4,N
5925,Y,second,3,4,A,3,46,F,27,B,28,B,C,C,4,3,2,N
5926,Y,second,75,60,C,37,49,F,,,,,,,3,1,1,Y
5927,Y,first,62,86,C,17,14,D,95,F,91,A,B,A,1,12,2,N
5928,Y,second,24,46,D,18,56,F,,,,,,,2,0,0,Y
5929,N,first,75,31,B,73,40,B,47,D,10,F,C,A,11,22,8,N
5930,Y,first,56,42,A,18,45,A,32,D,,,,,7,2,1,Y
5931,Y,second,59,89,D,64,99,C,57,A,57,B,A,D,10,11,5,N
5932,Y,third,84,35,F,58,62,C,47,C,23,A,A,A,14,7,3,N
5933,Y,second,14,44,F,1,3,A,10,F,38,C,A,A,4,1,3,N
5934,N,third,92,60,F,82,24,A,75,D,,,,,0,3,0,Y
5935,Y,third,32,58,D,28,42,C,38,F,,,,,9,1,0,Y
5936,Y,second,19,36,D,38,42,D,22,F,31,D,A,F,17,8,2,N
5937,Y,first,59,88,C,6,97,C,19,D,32,A,B,B,3,7,2,N
5938,Y,third,60,43,F,83,96,F,66,D,69,A,C,A,14,12,8,N
5939,Y,first,14,54,D,56,22,B,39,B,68,F,C,F,6,8,5,N
5940,Y,third,57,99,D,54,26,A,21,F,25,A,A,A,15,7,2,N
5941,Y,second,69,74,A,69,57,A,5,A,31,A,F,C,19,8,1,N
5942,N,first,1,24,D,25,39,F,62,F,95,F,C,D,12,17,7,N
5943,N,first,3,94,D,97,69,A,38,B,43,F,C,B,4,10,1,N
5944,Y,third,55,65,D,33,24,D,,,,,,,4,0,0,Y
5945,N,third,41,66,C,52,9,F,,,,,,,1,3,2,Y
5946,Y,third,3,8,B,2,14,D,24,D,29,F,C,A,4,2,1,N
5947,Y,first,43,71,B,4,42,C,77,D,59,C,B,B,4,18,8,N
5948,Y,third,70,40,A,27,21,D,8,D,4,D,F,C,8,0,0,Y
5949,Y,third,16,17,D,46,52,F,91,D,68,A,B,B,20,14,6,N
5950,Y,third,69,77,A,94,54,D,22,A,70,D,F,D,13,6,3,N
5951,N,third,54,83,F,85,34,C,46,F,91,A,F,A,18,6,3,N
5952,Y,second,15,4,D,,,,,,,,,,2,1,1,Y
5953,N,second,20,68,A,79,72,D,,,,,,,5,0,1,Y
5954,Y,third,85,5,B,65,43,B,50,B,27,D,F,F,4,7,2,N
5955,N,first,78,90,F,76,60,A,,,,,,,3,1,1,Y
5956,Y,first,97,64,C,8,35,F,82,D,31,A,D,D,4,4,1,Y
5957,Y,first,30,35,F,44,30,F,,,,,,,2,0,1,Y
5958,N,first,75,61,A,49,45,A,,,,,,,7,1,0,Y
5959,N,second,53,20,B,38,36,C,65,D,,,,,0,4,2,Y
5960,Y,third,43,50,A,94,79,C,50,C,66,F,F,B,9,2,1,N
5961,Y,first,41,41,D,36,9,F,,,,,,,0,0,0,Y
5962,Y,first,87,48,C,47,10,A,47,B,80,B,B,D,13,10,1,N
5963,N,third,32,16,F,29,20,D,43,A,3,A,A,C,3,5,3,N
5964,N,third,51,54,A,51,65,F,72,F,,,,,11,1,2,Y
5965,N,third,98,63,D,43,33,F,82,D,,,,,9,3,1,Y
5966,N,first,30,32,B,79,11,F,42,A,72,B,B,B,10,23,4,N
5967,N,third,83,87,F,66,76,F,,,,,,,4,1,1,Y
5968,Y,first,45,63,A,87,47,A,32,F,27,B,B,B,8,4,1,N
5969,Y,second,48,38,C,37,35,C,,,,,,,2,0,0,Y
5970,Y,second,35,40,C,19,47,F,,,,,,,3,1,0,Y
5971,Y,third,11,27,C,,,,,,,,,,0,2,0,Y
5972,Y,third,80,62,F,22,68,B,63,D,39,F,F,F,7,4,3,Y
5973,Y,second,12,6,D,58,48,D,50,B,90,A,B,B,25,11,5,N
5974,Y,third,33,48,B,14,17,F,,,,,,,3,1,1,Y
5975,N,third,9,3,A,10,10,B,35,D,20,D,A,B,0,1,1,N
5976,N,second,67,33,D,67,99,A,67,D,7,D,A,B,4,22,3,N
5977,N,third,7,2,A,9,43,A,31,A,22,B,C,A,3,3,2,N
5978,Y,third,75,16,C,77,34,A,32,F,80,F,F,A,5,3,3,N
5979,Y,first,24,42,D,6,59,D,,,,,,,4,0,0,Y
5980,Y,second,71,53,D,99,16,F,37,A,11,A,A,D,8,6,6,N
5981,Y,second,53,53,C,46,9,F,,,,,,,0,0,1,Y
5982,N,second,15,28,F,54,45,D,68,F,82,B,D,D,28,4,6,N
5983,Y,third,87,59,F,49,90,F,,,,,,,4,3,0,Y
5984,N,first,6,24,F,47,40,D,79,C,67,B,A,B,6,12,4,N
5985,N,second,77,32,C,61,49,B,0,B,63,F,B,C,19,10,1,N
5986,N,second,68,69,F,42,23,C,60,F,48,A,C,B,13,5,2,N
5987,N,third,2,2,A,10,10,A,25,B,25,B,D,A,3,2,2,N
5988,Y,first,4,49,D,28,28,B,11,A,5,D,D,F,4,5,1,Y
5989,N,first,11,16,D,58,39,F,91,A,78,B,B,C,20,16,8,N
5990,Y,first,57,6,F,78,5,D,61,D,79,A,C,C,0,11,8,N
5991,Y,first,40,27,C,55,64,A,61,A,28,D,F,D,8,2,0,Y
5992,Y,second,34,53,C,46,28,F,,,,,,,0,1,0,Y
5993,Y,third,49,32,A,76,33,F,66,A,63,D,F,A,14,6,1,N
5994,Y,second,0,57,D,1,94,A,36,B,11,F,F,F,1,4,2,Y
5995,N,third,78,8,A,60,15,A,69,B,,,,,1,2,1,Y
5996,Y,first,17,11,F,,,,,,,,,,3,1,0,Y
5997,Y,third,25,14,D,,,,,,,,,,3,2,0,Y
5998,N,third,48,62,B,22,72,D,,,,,,,3,4,2,Y
5999,Y,first,21,42,C,17,24,F,,,,,,,3,1,1,Y
6000,N,third,24,19,F,,,,,,,,,,4,0,0,Y
6001,N,third,38,80,F,37,62,B,55,B,45,A,A,A,18,15,7,N
6002,N,third,4,10,F,,,,,,,,,,5,2,0,Y
6003,Y,second,98,34,F,53,74,F,35,C,26,B,A,F,9,5,0,Y
6004,Y,first,14,64,B,57,66,C,51,B,53,F,D,B,11,6,3,N
6005,N,third,4,90,A,1,6,F,59,B,,,,,10,4,1,Y
6006,Y,third,90,76,C,84,60,F,,,,,,,1,0,0,Y
6007,Y,first,21,37,C,43,47,F,,,,,,,2,0,1,Y
6008,Y,second,46,68,B,45,61,C,23,F,,,,,3,3,1,Y
6009,Y,third,46,58,F,51,72,B,94,F,80,A,F,A,16,6,5,N
6010,N,third,61,52,F,95,55,B,62,B,43,B,F,B,14,5,8,N
6011,Y,first,37,89,A,78,93,B,20,D,9,F,C,F,12,7,0,Y
6012,Y,third,38,17,A,67,24,A,52,A,40,B,A,F,4,4,1,N
6013,Y,first,12,2,D,,,,,,,,,,2,2,1,Y
6014,Y,third,1,93,D,89,8,B,66,F,4,D,A,B,13,19,6,N
6015,Y,second,31,83,C,2,97,A,14,F,33,B,B,F,0,7,0,Y
6016,Y,third,46,52,A,52,53,B,42,B,56,C,A,A,14,7,1,N
6017,N,second,74,59,C,54,35,F,94,F,3,F,A,A,7,19,1,N
6018,Y,third,71,65,F,58,49,A,3,D,8,F,D,F,0,0,1,Y
6019,N,third,66,58,D,90,45,A,47,C,21,A,B,D,17,6,2,N
6020,N,first,11,22,F,25,37,C,89,A,90,C,D,B,25,14,4,N
6021,N,third,9,15,F,,,,,,,,,,3,1,0,Y
6022,N,third,8,16,B,3,16,D,35,A,26,A,A,B,1,3,2,N
6023,Y,second,72,12,F,19,62,F,39,C,,,,,0,2,1,Y
6024,N,first,21,56,F,27,10,B,86,A,43,A,C,A,19,15,5,N
6025,Y,third,39,79,A,99,23,C,84,B,75,B,A,B,12,6,2,N
6026,Y,third,65,35,B,68,24,A,48,A,45,B,A,A,9,2,4,N
6027,Y,third,75,4,A,82,48,C,65,B,51,B,B,A,8,4,3,N
6028,Y,second,64,82,C,52,44,B,46,C,32,F,A,A,13,6,3,N
6029,N,third,13,10,F,29,31,F,59,C,56,B,A,C,28,17,6,N
6030,Y,second,42,19,D,27,29,A,12,C,3,C,D,B,13,20,3,N
6031,Y,second,47,42,C,19,14,D,,,,,,,4,1,0,Y
6032,Y,third,99,13,D,52,45,C,75,C,31,D,C,C,9,6,3,N
6033,Y,third,60,93,D,72,42,D,57,A,60,A,A,C,6,9,2,N
6034,Y,third,37,58,A,7,20,D,,,,,,,3,1,1,Y
6035,Y,first,29,48,B,15,13,D,,,,,,,0,0,0,Y
6036,N,third,4,11,B,11,29,D,48,A,22,B,C,A,4,2,1,N
6037,Y,third,80,88,F,47,93,A,14,D,83,D,A,B,11,9,5,N
6038,Y,first,21,57,F,,,,,,,,,,0,0,0,Y
6039,Y,third,21,33,D,,,,,,,,,,1,1,0,Y
6040,Y,third,14,7,D,42,35,D,47,B,43,A,D,C,16,5,6,N
6041,N,third,3,10,A,4,14,A,45,F,22,A,F,D,4,3,1,N
6042,N,third,93,90,F,66,29,D,,,,,,,5,1,1,Y
6043,Y,first,98,11,B,97,46,A,42,F,53,C,A,C,4,3,2,N
6044,Y,first,30,43,D,24,52,F,,,,,,,4,0,1,Y
6045,N,third,56,64,D,54,91,C,,,,,,,2,2,2,Y
6046,N,second,27,54,A,28,25,F,,,,,,,2,1,2,Y
6047,Y,first,88,19,F,48,17,B,56,F,83,C,C,A,4,13,7,N
6048,N,second,11,19,F,,,,,,,,,,7,2,0,Y
6049,Y,third,68,62,F,62,39,F,28,C,44,F,F,C,15,8,2,N
6050,N,third,16,29,F,,,,,,,,,,4,2,0,Y
6051,Y,first,80,81,F,68,59,C,80,B,70,C,A,D,8,3,6,N
6052,Y,second,0,6,F,,,,,,,,,,1,1,1,Y
6053,Y,first,84,84,A,66,32,B,56,A,40,C,C,A,7,2,2,N
6054,N,third,55,62,C,57,3,C,,,,,,,1,2,0,Y
6055,Y,second,23,45,D,47,2,F,,,,,,,2,0,1,Y
6056,Y,second,65,29,D,52,36,B,62,B,10,C,A,F,4,3,2,N
6057,Y,first,77,64,A,39,43,D,,,,,,,4,0,2,Y
6058,N,second,80,98,A,68,56,B,99,C,26,B,F,F,5,5,6,N
6059,Y,third,16,65,A,36,47,D,40,F,,,,,0,2,1,Y
6060,N,third,41,63,D,38,98,F,,,,,,,6,0,1,Y
6061,Y,first,89,93,A,86,19,A,27,D,3,D,A,C,2,7,2,Y
6062,Y,second,99,65,A,41,49,A,20,A,43,A,F,C,11,11,1,N
6063,Y,first,3,3,B,24,51,A,26,C,38,B,F,D,9,5,2,Y
6064,Y,second,54,56,D,31,17,F,,,,,,,1,0,0,Y
6065,Y,third,74,52,A,51,32,A,53,D,51,A,A,F,5,8,2,N
6066,N,second,2,85,F,30,92,B,20,A,69,C,B,B,3,18,3,N
6067,Y,third,71,63,F,55,42,B,18,F,72,C,D,A,8,6,5,N
6068,N,first,83,32,D,92,77,B,54,D,66,A,B,A,13,3,8,N
6069,Y,first,73,65,F,77,32,F,,,,,,,1,4,2,Y
6070,N,third,6,6,A,8,52,B,30,F,20,A,C,C,3,1,1,N
6071,N,second,63,85,A,68,90,D,58,B,76,A,C,A,8,10,3,N
6072,Y,first,32,3,F,8,88,B,8,B,14,D,D,F,9,1,1,Y
6073,Y,second,26,33,B,7,33,B,38,D,60,A,A,F,7,5,8,N
6074,Y,second,40,10,A,62,65,C,78,C,25,B,B,D,11,7,4,N
6075,N,third,22,50,D,20,13,F,,,,,,,2,2,2,Y
6076,N,third,9,4,B,7,25,B,33,D,23,A,B,C,3,3,2,N
6077,Y,third,35,31,F,55,10,A,41,C,,,,,9,1,1,Y
6078,Y,third,36,13,D,36,99,C,61,B,97,F,C,A,7,11,4,N
6079,Y,third,50,56,C,54,8,F,,,,,,,0,0,1,Y
6080,Y,second,8,9,D,41,43,C,50,C,21,C,B,A,17,10,5,N
6081,Y,first,95,51,C,64,50,D,51,C,64,C,A,A,7,4,1,N
6082,Y,first,3,22,A,43,31,B,14,F,,,,,0,0,0,Y
6083,N,first,67,75,D,71,73,F,,,,,,,7,0,0,Y
6084,N,third,1,32,F,,,,,,,,,,1,2,0,Y
6085,Y,second,32,20,A,87,49,A,50,A,36,C,F,C,7,7,1,Y
6086,Y,second,59,62,A,87,27,A,98,F,79,C,F,B,9,5,2,N
6087,N,first,19,10,B,29,87,B,51,C,55,C,A,F,4,17,2,N
6088,Y,first,8,14,F,,,,,,,,,,0,1,1,Y
6089,Y,third,87,14,A,93,30,A,59,F,65,C,A,B,3,6,4,N
6090,N,third,0,92,B,42,22,C,83,D,,,,,1,2,3,Y
6091,Y,first,84,29,D,80,28,A,34,A,52,C,D,A,3,4,1,N
6092,Y,third,41,58,A,75,5,C,68,A,40,C,A,A,6,5,5,N
6093,Y,second,18,10,D,48,35,F,82,F,27,A,F,B,24,16,6,N
6094,Y,second,76,40,C,11,46,B,55,F,,,,,1,2,1,Y
6095,N,first,6,22,D,21,41,D,96,D,60,C,A,C,15,19,4,N
6096,Y,second,39,93,A,96,46,D,2,C,16,F,F,C,16,24,1,N
6097,Y,first,24,43,A,36,12,D,,,,,,,1,1,0,Y
6098,N,third,87,95,D,85,99,A,,,,,,,2,0,1,Y
6099,N,first,76,83,A,34,21,A,,,,,,,6,0,2,Y
6100,N,third,84,12,C,10,13,A,23,A,75,C,F,F,0,23,1,N
6101,Y,first,51,86,A,2,58,B,82,C,67,A,A,F,13,23,9,N
6102,N,second,21,56,A,60,33,D,,,,,,,4,4,0,Y
6103,Y,second,98,41,A,71,31,F,32,B,83,F,F,D,6,4,2,N
6104,N,second,34,79,C,88,86,C,24,F,6,D,A,C,4,1,3,N
6105,N,second,21,72,D,38,89,D,68,F,66,A,A,B,10,15,9,N
6106,Y,third,56,49,D,98,77,A,85,C,32,A,C,B,5,15,1,N
6107,N,second,12,1,D,21,50,B,79,C,53,A,F,B,3,6,5,N
6108,N,third,58,63,D,67,1,F,,,,,,,7,3,1,Y
6109,Y,third,41,50,A,15,74,B,3,D,38,F,F,D,10,7,1,Y
6110,Y,third,32,1,A,8,24,C,17,C,,,,,0,1,1,Y
6111,N,second,97,90,B,49,68,A,27,C,43,A,B,D,15,8,2,N
6112,Y,first,56,35,A,72,23,A,54,F,13,F,F,B,11,6,1,N
6113,Y,first,51,21,A,34,2,F,,,,,,,0,0,0,Y
6114,Y,third,35,55,B,20,12,D,,,,,,,0,1,0,Y
6115,N,second,14,26,B,6,38,F,59,F,,,,,5,1,2,Y
6116,Y,second,16,59,D,7,72,D,35,D,65,C,B,A,16,14,5,N
6117,N,third,63,63,A,70,72,C,67,F,,,,,6,2,1,Y
6118,N,first,59,56,A,91,49,F,56,B,5,B,C,A,10,7,2,N
6119,N,third,53,84,F,50,47,D,,,,,,,1,2,1,Y
6120,N,third,33,51,B,49,60,C,57,F,,,,,7,0,2,Y
6121,N,first,5,62,B,15,92,A,7,F,50,A,A,B,15,20,4,N
6122,Y,second,64,99,C,59,82,A,4,A,75,B,B,D,17,7,2,N
6123,N,third,26,16,F,,,,,,,,,,1,2,1,Y
6124,Y,first,15,26,D,37,34,B,65,A,47,C,B,B,3,7,5,N
6125,Y,second,30,67,A,26,52,A,77,B,12,D,D,F,1,0,0,Y
6126,N,second,79,64,A,56,85,F,9,F,40,A,D,D,14,4,4,N
6127,N,third,51,75,C,89,83,D,,,,,,,2,2,1,Y
6128,Y,first,91,96,D,6,53,F,80,D,18,B,A,B,4,22,2,N
6129,Y,second,23,42,B,19,54,B,34,D,,,,,1,1,1,Y
6130,N,first,9,3,F,40,48,F,86,C,41,B,B,B,18,15,6,N
6131,N,second,11,30,B,,,,,,,,,,4,0,0,Y
6132,Y,first,24,56,F,5,6,F,,,,,,,1,1,1,Y
6133,N,first,50,39,F,87,68,B,31,D,78,D,C,A,6,3,5,N
6134,N,third,26,8,F,,,,,,,,,,7,1,1,Y
6135,N,third,45,22,A,78,52,C,85,F,,,,,3,0,1,Y
6136,Y,first,30,21,F,34,55,B,16,F,,,,,8,1,1,Y
6137,Y,third,63,45,A,89,72,A,56,D,,,,,10,2,0,Y
6138,Y,third,18,74,A,65,27,C,57,F,55,A,D,B,15,5,3,N
6139,Y,first,18,30,D,5,20,B,41,A,84,A,C,F,15,18,3,N
6140,N,second,92,63,A,79,42,D,,,,,,,4,3,0,Y
6141,N,third,92,67,D,71,60,C,62,F,47,D,D,F,19,24,8,N
6142,Y,second,48,4,D,29,11,B,75,F,78,A,B,C,8,20,6,N
6143,Y,first,4,74,F,38,23,B,24,D,,,,,4,2,1,Y
6144,Y,third,4,8,F,,,,,,,,,,3,0,1,Y
6145,N,second,59,99,A,69,50,F,,,,,,,7,3,0,Y
6146,Y,third,53,84,D,46,70,D,,,,,,,0,4,1,Y
6147,N,third,3,1,A,7,11,C,29,D,22,F,F,A,3,3,2,N
6148,Y,third,72,65,F,60,71,A,30,F,87,C,F,A,5,8,3,N
6149,N,second,58,69,F,83,43,A,,,,,,,4,2,1,Y
6150,Y,first,68,23,B,67,25,F,64,A,41,A,F,A,1,3,6,N
6151,N,third,3,6,B,2,45,D,32,A,27,A,C,C,4,2,1,N
6152,Y,third,75,50,F,50,40,B,99,F,76,F,C,B,8,6,2,N
6153,Y,first,1,3,D,,,,,,,,,,2,1,0,Y
6154,Y,first,60,57,A,57,61,A,,,,,,,1,1,2,Y
6155,Y,first,45,8,D,65,33,D,32,D,,,,,9,3,1,Y
6156,Y,third,67,65,B,88,55,A,61,A,81,B,B,F,8,7,4,N
6157,Y,first,65,27,C,22,1,B,11,F,,,,,4,2,1,Y
6158,N,third,53,27,B,63,94,F,15,F,54,A,D,C,4,17,6,N
6159,Y,third,68,94,F,43,69,F,,,,,,,3,1,1,Y
6160,N,second,11,29,F,,,,,,,,,,4,2,1,Y
6161,N,third,7,11,B,10,14,C,35,A,20,A,F,A,0,1,2,N
6162,Y,first,36,46,C,49,34,D,,,,,,,4,1,0,Y
6163,N,third,63,30,B,28,74,A,58,F,,,,,1,4,1,Y
6164,Y,first,53,59,B,85,8,B,11,D,,,,,5,0,1,Y
6165,Y,second,62,3,D,1,69,B,36,C,,,,,5,0,0,Y
6166,Y,third,24,9,D,,,,,,,,,,3,2,0,Y
6167,N,third,4,3,D,42,44,D,73,F,25,C,B,B,12,16,7,N
6168,Y,third,9,13,F,,,,,,,,,,1,1,0,Y
6169,Y,third,40,38,D,16,46,D,,,,,,,1,0,1,Y
6170,N,first,84,16,A,4,70,C,66,F,91,A,B,F,3,5,6,N
6171,Y,third,71,36,D,76,99,D,57,A,32,A,F,C,8,1,2,Y
6172,N,third,26,12,F,,,,,,,,,,6,0,1,Y
6173,Y,second,89,79,A,85,44,A,48,C,42,A,B,D,4,3,5,N
6174,Y,second,45,16,D,54,78,B,95,A,13,A,A,D,12,5,1,N
6175,N,first,25,25,F,11,65,B,90,B,94,C,A,A,2,7,2,N
6176,Y,second,48,59,F,15,9,C,57,B,11,F,F,D,9,3,3,Y
6177,Y,second,40,83,B,76,45,B,93,F,73,A,F,A,2,16,8,N
6178,N,third,0,94,A,39,77,A,82,F,,,,,4,4,3,Y
6179,N,second,83,85,C,89,92,B,30,A,60,A,D,C,10,5,4,N
6180,Y,second,4,6,D,,,,,,,,,,0,1,1,Y
6181,Y,first,6,8,F,,,,,,,,,,0,0,0,Y
6182,N,third,82,58,F,40,61,F,,,,,,,3,3,1,Y
6183,Y,first,65,78,A,86,54,B,58,D,,,,,7,3,0,Y
6184,Y,first,64,91,D,76,42,C,10,A,10,C,D,F,10,4,2,Y
6185,Y,first,53,44,B,94,62,C,87,F,33,C,A,A,6,3,3,N
6186,N,third,11,10,D,28,52,F,58,C,61,A,B,D,6,7,6,N
6187,N,third,98,99,F,97,37,A,86,B,,,,,0,0,2,Y
6188,Y,third,68,4,D,45,98,C,27,C,34,C,F,F,0,6,1,Y
6189,N,third,16,3,F,,,,,,,,,,6,2,1,Y
6190,Y,second,79,74,A,74,47,D,37,D,96,A,F,D,16,7,3,N
6191,N,second,5,6,F,,,,,,,,,,0,2,0,Y
6192,Y,third,29,70,A,51,34,F,39,F,84,C,F,A,13,9,2,N
6193,Y,second,44,39,A,28,37,F,,,,,,,0,0,0,Y
6194,Y,first,98,74,F,81,82,C,24,C,69,F,A,A,0,20,7,N
6195,Y,third,74,82,A,64,55,A,84,A,64,A,F,A,5,6,1,N
6196,N,second,53,66,D,22,14,D,,,,,,,4,0,0,Y
6197,N,third,33,46,F,45,37,F,68,F,,,,,5,4,3,Y
6198,Y,first,97,41,F,64,50,C,59,C,3,C,F,D,2,6,3,Y
6199,N,first,79,78,F,94,89,A,88,D,98,B,F,D,14,19,5,N
6200,Y,third,55,61,A,15,11,D,88,D,,,,,1,4,0,Y
6201,N,third,42,35,A,31,15,F,58,B,,,,,7,2,0,Y
6202,N,second,28,12,F,72,88,A,10,A,79,D,A,D,13,4,4,N
6203,N,first,30,34,F,67,12,F,41,C,91,F,D,D,3,12,9,N
6204,N,second,55,84,D,48,57,D,,,,,,,0,0,0,Y
6205,Y,first,40,71,B,31,1,C,20,D,,,,,4,0,1,Y
6206,Y,third,1,48,C,17,29,C,50,C,13,A,A,C,12,6,7,N
6207,N,third,83,78,A,21,10,C,68,B,,,,,7,0,1,Y
6208,Y,second,53,9,B,86,48,A,57,C,35,B,F,F,9,2,2,Y
6209,N,second,64,51,B,48,10,F,,,,,,,4,1,0,Y
6210,Y,first,49,17,F,18,23,F,91,D,24,A,A,C,14,2,3,N
6211,Y,second,52,87,A,75,31,B,60,C,88,B,A,A,9,2,2,N
6212,N,third,37,54,B,8,40,C,93,F,,,,,6,1,2,Y
6213,N,third,58,3,A,17,32,C,82,F,,,,,9,1,2,Y
6214,Y,first,43,37,C,0,5,C,,,,,,,2,1,0,Y
6215,N,third,21,98,A,88,72,C,62,F,85,C,B,F,17,9,7,N
6216,Y,first,3,51,C,40,70,A,71,F,60,C,A,C,16,23,1,N
6217,N,second,83,10,D,84,58,B,68,D,87,F,C,D,3,17,4,N
6218,Y,second,71,26,B,52,15,C,91,B,47,C,A,A,13,8,5,N
6219,Y,first,19,78,F,73,42,B,34,F,70,C,D,A,13,7,3,N
6220,Y,third,11,51,F,93,64,C,33,A,72,B,C,A,15,9,5,N
6221,N,first,99,56,D,62,41,F,,,,,,,5,1,2,Y
6222,Y,third,85,2,D,63,58,A,60,F,70,A,A,C,4,6,4,N
6223,Y,third,82,99,A,96,32,B,38,C,56,D,A,A,11,6,3,N
6224,Y,third,66,26,A,60,58,D,21,F,41,A,F,A,13,6,4,N
